,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,HOUR_APPLY,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,term_payment_ord,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
59955,233317,0,1,1,1.0,135000.0,225000.0,12204.0,225000.0,2.0,1,1,3,-18985,-162,-9193,-2529,4,12,33,0.5866482917276622,0.6640074969697777,0.5656079814115492,1131848.0,2.0,-2163.0,-2173.0,7816995,7816995,3.0,7816995.0,65916.0,65196.0,6592.5,65916.0,6.0,8,-2224.0,5,2.0,365243.0,-2193.0,-2076.0,0.0
59959,106708,0,1,1,1.0,180000.0,450000.0,20979.0,450000.0,1.0,2,1,1,-12435,-1648,-11419,-4257,4,11,31,0.3812004983008689,0.7556196164561114,0.6785676886853644,1566342.0,5.0,-1191.0,-1196.0,8963055,8963055,3.0,8963055.0,89955.0,47182.5,45000.0,89955.0,4.0,6,-1344.0,2,1.0,365243.0,-1311.0,-1149.0,0.0
59963,150468,0,1,2,3.0,157500.0,1024740.0,52452.0,900000.0,2.0,2,1,1,-12993,-1399,-5922,-5443,2,18,12,0.23406158574767802,0.6036184123971862,0.4974688893052743,1028962.0,3.0,-396.0,-400.0,34917525,34917525,3.0,9371.43,89955.0,47650.5,44977.5,89955.0,5.0,3,-487.0,2,2.0,365243.0,-456.0,-394.0,0.0
59964,111851,0,1,2,2.0,202500.0,1078200.0,38331.0,900000.0,1.0,1,1,1,-12614,-1272,-5943,-3354,5,16,4,0.5335117098532728,0.6672052074145135,0.3572932680336494,2657589.0,1.0,-321.0,-326.0,11583,11583,3.0,11583.0,105300.0,105300.0,0.0,105300.0,3.0,3,-352.0,8,3.0,365243.0,-321.0,-166.0,0.0
59972,108268,0,1,2,1.0,202500.0,239850.0,25447.5,225000.0,1.0,3,3,1,-11121,-3298,-5228,-3337,1,12,20,0.8177532369246435,0.7091465600584412,0.3441550073724169,1730659.0,5.0,-2082.0,-2106.0,23179.59,17.64,1.0,23179.59,202500.0,215865.0,0.0,202500.0,3.0,14,-2232.0,5,1.0,365243.0,-2202.0,-1927.0,1.0
59978,244244,0,1,2,1.0,202500.0,1928304.0,71460.0,1800000.0,3.0,2,1,1,-21139,365243,-846,-1140,1,13,6,0.8498123592134232,0.6098691528043738,0.3893387918468769,1139908.0,1.0,-540.0,-551.0,12470.04,12470.04,3.0,12470.04,110664.0,113364.0,0.0,110664.0,4.0,4,-571.0,8,3.0,365243.0,-540.0,-267.0,0.0
59981,187022,1,1,1,1.0,157500.0,162000.0,12928.5,162000.0,1.0,1,1,1,-9587,-1736,-3849,-2263,4,13,23,0.2411904425427031,0.07900997903987521,0.3441550073724169,2015207.0,9.0,-569.0,-583.0,10412.28,10412.28,3.0,10412.28,111600.0,111600.0,0.0,111600.0,2.0,1,-842.0,5,3.0,365243.0,-809.0,-501.0,0.0
59992,193887,0,1,2,1.0,99000.0,135000.0,14175.0,135000.0,1.0,1,1,1,-11168,-4043,-4383,-3689,5,13,3,0.5237499603229925,0.6879243323031209,0.6848276586890367,1455078.0,3.0,-498.0,-512.0,24740.73,24740.73,3.0,12479.4,53100.0,47790.0,5310.0,53100.0,5.0,1,-602.0,1,3.0,365243.0,-558.0,-481.0,0.0
59993,164665,0,1,2,1.0,270000.0,1256400.0,36864.0,900000.0,2.0,1,3,1,-15746,-1469,-8590,-4971,6,15,26,0.5256149589243607,0.6376895537226465,0.7476633896301825,1591167.0,5.0,-1534.0,-1534.0,20637.9,20637.9,3.0,20637.9,149382.0,109548.0,45000.0,149382.0,1.0,8,-1685.0,2,1.0,365243.0,-1654.0,-1497.0,0.0
59995,246932,0,1,1,1.0,270000.0,521280.0,31630.5,450000.0,1.0,2,2,1,-9681,-1195,-2054,-2372,6,13,3,0.5370101251563292,0.2116952320023058,0.2750003523983893,2414752.0,1.0,-1050.0,-1072.0,8698905,22275,3.0,8698905.0,113760.0,116140.5,13500.0,113760.0,4.0,1,-1081.0,3,1.0,365243.0,-1050.0,-889.0,0.0
60005,237506,0,1,2,3.0,292500.0,755190.0,36459.0,675000.0,1.0,2,3,1,-12821,-3051,-3430,-4703,4,5,9,0.3767111126876783,0.2831867668601641,0.6279908192952864,2417101.0,9.0,-55.0,-64.0,7127.1,7127.1,3.0,7127.1,69750.0,67167.0,9000.0,69750.0,2.0,12,-331.0,5,1.0,365243.0,-295.0,365243.0,0.0
60006,100575,0,1,1,1.0,108000.0,247275.0,17586.0,225000.0,3.0,2,3,1,-22443,365243,-1824,-4272,5,14,6,0.8537526858685199,0.5337033119344637,0.7850520263728172,1973367.0,3.0,-432.0,-448.0,23151.33,23151.33,3.0,5062.5,111780.0,111780.0,0.0,111780.0,7.0,12,-523.0,4,4.0,365243.0,-492.0,-420.0,0.0
60008,110820,0,1,2,1.0,135000.0,417024.0,18369.0,360000.0,2.0,2,1,1,-11555,-925,-2770,-2763,1,10,20,0.6605529000443535,0.3080744797683561,0.6178261467332483,1532320.0,2.0,-517.0,-549.0,7318.44,7318.44,3.0,7318.44,50220.0,40176.0,10044.0,50220.0,2.0,4,-587.0,2,1.0,365243.0,-547.0,-393.0,0.0
60017,285519,0,1,2,1.0,112500.0,1215000.0,35653.5,1215000.0,1.0,2,1,1,-10729,-973,-4692,-2533,7,9,12,0.5518954493704322,0.6701749471277946,0.6347055309763198,2813226.0,4.0,-499.0,-507.0,22909.59,22909.59,3.0,3185505.0,34879.5,31387.5,3492.0,34879.5,5.0,6,-625.0,5,1.0,365243.0,-589.0,-497.0,0.0
60027,281479,0,1,2,1.0,157500.0,450000.0,22977.0,450000.0,1.0,2,2,1,-8442,-228,-8211,-1101,5,11,3,0.4538026557278643,0.6133701928455019,0.25396280933631177,1231677.0,3.0,-437.0,-448.0,20236455,20236455,3.0,20236455.0,228163.5,172152.0,67500.0,228163.5,2.0,13,-528.0,8,1.0,365243.0,-497.0,-215.0,0.0
60034,213743,0,1,1,3.0,180000.0,728460.0,44563.5,675000.0,1.0,1,1,1,-12656,-1026,-3399,-5032,7,10,3,0.5685302399007186,0.6705228745508538,0.5298898341969072,2126514.0,8.0,-99.0,-115.0,373567545,373567545,3.0,16286.94,431100.0,431100.0,0.0,431100.0,2.0,12,-348.0,16,3.0,365243.0,-309.0,-91.0,0.0
60038,195963,0,2,2,1.0,112500.0,270000.0,13500.0,270000.0,2.0,1,1,1,-12948,-1260,-4784,-5098,5,18,10,0.7619350034149152,0.7250037425022569,0.15759499866631024,1962024.0,4.0,-538.0,-597.0,4001.22,3768.84,3.0,4001.22,43366.5,39028.5,4338.0,43366.5,3.0,2,-660.0,5,1.0,365243.0,-628.0,-383.0,0.0
60039,252443,0,1,2,1.0,135000.0,239850.0,28593.0,225000.0,1.0,1,2,1,-13684,-205,-7702,-4145,6,11,4,0.4848764001945039,0.15829913646208862,0.5849900404894085,1359721.0,6.0,-1333.0,-1349.0,14692005,14692005,3.0,14710275.0,83250.0,83250.0,0.0,83250.0,5.0,9,-1520.0,2,3.0,365243.0,-1483.0,-1329.0,0.0
60040,184751,0,1,2,2.0,180000.0,339241.5,15813.0,238500.0,2.0,2,4,2,-12878,-195,-3555,-1120,5,8,24,0.26947130172798256,0.2255504970811885,0.38079968264891495,2543350.0,2.0,-1503.0,-1542.0,2893995,2893995,3.0,2893995.0,22630.5,14305.5,9000.0,22630.5,5.0,5,-1596.0,2,2.0,365243.0,-1533.0,-1440.0,0.0
60043,217260,0,1,2,1.0,225000.0,1575000.0,43312.5,1575000.0,3.0,2,1,1,-22606,365243,-10185,-4686,1,17,6,0.7768262972038841,0.7806697746287429,0.6528965519806539,2600646.0,3.0,-31.0,-41.0,90256905,90256905,3.0,15095.79,157612.5,157612.5,0.0,157612.5,5.0,14,-122.0,5,3.0,365243.0,-91.0,-22.0,0.0
60050,178063,0,1,2,1.0,315000.0,679500.0,19998.0,679500.0,1.0,2,1,1,-20174,-5262,-2504,-3585,6,12,34,0.7184967494897773,0.7267485734840312,0.21885908222837447,2142364.0,7.0,-164.0,-177.0,20476.44,20476.44,3.0,20476.44,240885.0,216796.5,24088.5,240885.0,1.0,12,-376.0,5,3.0,365243.0,-344.0,-41.0,0.0
60056,216133,0,1,2,2.0,315000.0,792162.0,40576.5,630000.0,2.0,1,1,1,-14444,-1577,-11428,-1810,1,13,54,0.4805083200003002,0.6825617581474963,0.3556387169923543,2131114.0,10.0,-581.0,-579.0,14867.82,13642.2,3.0,14867.82,146700.0,159286.5,0.0,146700.0,1.0,6,-882.0,5,3.0,365243.0,-851.0,-519.0,0.0
60057,175469,0,1,2,1.0,207000.0,900000.0,24750.0,900000.0,2.0,1,3,1,-17609,-3107,-8274,-1159,3,9,3,0.6095573509811519,0.37828220213702657,0.6754132910917112,2248141.0,9.0,-299.0,-326.0,12530205,22500,3.0,17663.85,467545.5,467545.5,0.0,467545.5,1.0,15,-571.0,16,3.0,365243.0,-539.0,-145.0,0.0
60060,102157,0,1,2,1.0,189000.0,755190.0,38556.0,675000.0,1.0,2,1,1,-16002,-1340,-859,-4811,1,7,1,0.5080703827503311,0.1029082366098551,0.4974688893052743,1818777.0,6.0,-574.0,-606.0,4394835,4394835,3.0,4394835.0,34290.0,37912.5,0.0,34290.0,6.0,0,-758.0,5,2.0,365243.0,-724.0,-505.0,0.0
60064,181624,0,2,2,1.0,225000.0,450000.0,22500.0,450000.0,2.0,2,1,1,-20494,-1599,-8411,-2152,6,11,3,0.6798081242211432,0.4983508870448169,0.4083588531230431,1220435.0,2.0,-24.0,-28.0,2923425,2923425,3.0,19682.01,193941.0,135342.0,67500.0,193941.0,6.0,11,-84.0,0,1.0,365243.0,-54.0,-20.0,1.0
60066,240795,0,1,2,3.0,112500.0,67500.0,3442.5,67500.0,4.0,2,1,1,-12834,-2063,-2632,-1169,3,17,21,0.7376008126777127,0.04818909403213517,0.4418358231994413,2647754.0,4.0,-1001.0,-1013.0,11491.29,11491.29,3.0,11491.29,89635.5,89635.5,0.0,89635.5,6.0,1,-1124.0,8,2.0,365243.0,-1091.0,-969.0,0.0
60067,192110,0,1,1,1.0,135000.0,808650.0,26217.0,675000.0,4.0,1,4,1,-13534,-995,-1176,-3886,5,12,46,0.7224788850117898,0.6330032647791908,0.5100895276257282,1439042.0,8.0,-148.0,-199.0,2333115,2333115,3.0,2562075.0,28932975.0,22693.5,9002475.0,28932975.0,1.0,12,-403.0,6,2.0,365243.0,-358.0,-19.0,0.0
60069,126414,0,1,2,1.0,135000.0,1129500.0,33156.0,1129500.0,3.0,1,1,1,-21509,365243,-2630,-3767,3,8,6,0.8325339213207397,0.5331427378576158,0.4294236843421945,2720456.0,8.0,-1942.0,-1955.0,13880.43,274.14,3.0,13880.43,141750.0,140206.5,14175.0,141750.0,4.0,5,-2183.0,5,1.0,365243.0,-2152.0,-1844.0,0.0
60070,262194,0,1,2,1.0,112500.0,85320.0,5580.0,67500.0,1.0,2,5,1,-17485,-1665,-2074,-1027,3,18,8,0.6060700698401924,0.7304672216952579,0.4471785780453068,2595306.0,4.0,-880.0,-893.0,12951495,12951495,3.0,4579.47,26955.0,22455.0,4500.0,26955.0,1.0,6,-1003.0,2,2.0,365243.0,-970.0,-871.0,0.0
60077,277867,1,1,1,1.0,112500.0,101880.0,12217.5,90000.0,1.0,1,2,1,-9872,-436,-2136,-2456,2,14,19,0.7162726915036459,0.2874047766217505,0.14825437906109115,1362694.0,6.0,-99.0,-121.0,8226585,8226585,3.0,8226585.0,72429.93,72429.93,0.0,72429.93,4.0,0,-292.0,8,3.0,365243.0,-249.0,365243.0,0.0
60087,170156,0,1,2,3.0,225000.0,1223010.0,51817.5,1125000.0,2.0,1,1,3,-16083,-644,-8555,-3950,4,5,3,0.4820243737201752,0.582166425700255,0.5334816299804352,1614641.0,4.0,-574.0,-573.0,23186205,23186205,3.0,23186205.0,233127.0,248512.5,0.0,233127.0,2.0,11,-695.0,5,3.0,365243.0,-664.0,-326.0,0.0
60088,239866,0,1,2,3.0,225000.0,178290.0,20245.5,157500.0,1.0,2,1,1,-13281,-1722,-1002,-4128,6,7,1,0.4838807184443933,0.17255682329344135,0.7801436381572275,2246528.0,1.0,-2094.0,-2089.0,18300.69,18300.69,3.0,18300.69,170460.0,164722.5,17046.0,170460.0,2.0,0,-2125.0,8,3.0,365243.0,-2094.0,-1819.0,0.0
60092,145273,0,1,1,1.0,387000.0,1575000.0,65128.5,1575000.0,2.0,1,1,1,-19986,-8387,-8366,-3524,6,9,12,0.4685800338566611,0.5517784349205583,0.6144143775673561,1077178.0,1.0,-1807.0,-1822.0,14284035,14284035,3.0,14284035.0,72000.0,67473.0,7200.0,72000.0,5.0,0,-1842.0,7,3.0,365243.0,-1807.0,-1679.0,0.0
60093,192194,0,1,2,1.0,337500.0,506902.5,40180.5,414000.0,1.0,2,2,1,-12057,-2129,-982,-4368,4,18,3,0.5009243375197048,0.5789288261070911,0.6706517530862718,1368058.0,9.0,-961.0,-987.0,40814055,40814055,3.0,10836.81,94455.0,104431.5,0.0,94455.0,4.0,5,-1232.0,5,1.0,365243.0,-1201.0,-956.0,0.0
60101,247434,0,1,2,1.0,405000.0,2013840.0,55507.5,1800000.0,2.0,2,3,1,-19736,-195,-1675,-2179,6,12,32,0.6781743031503855,0.7393828153476668,0.4578995512067301,1024598.0,2.0,-505.0,-524.0,18887.04,18887.04,3.0,18887.04,96246.0,91854.0,9000.0,96246.0,7.0,3,-566.0,2,2.0,365243.0,-535.0,-468.0,0.0
60103,237848,0,1,1,1.0,247500.0,539100.0,29376.0,450000.0,4.0,1,1,5,-10244,-383,-4477,-2844,4,4,16,0.11010260532424444,0.2188800819720864,0.178760465484575,1153847.0,4.0,-1391.0,-1408.0,6563205,6563205,3.0,6563205.0,60030.0,59395.5,5985.0,60030.0,1.0,18,-1515.0,5,2.0,365243.0,-1481.0,-1264.0,0.0
60112,238985,0,2,2,2.0,225000.0,180000.0,9000.0,180000.0,2.0,2,1,1,-8956,-198,-3454,-1039,1,17,1,0.6140541828708821,0.36160185033868814,0.5691487713619409,2672136.0,8.0,-101.0,-110.0,5785425,5785425,3.0,7706.16,67455.0,66051.0,6745.5,67455.0,2.0,5,-342.0,8,1.0,365243.0,-311.0,-36.0,0.0
60113,179386,0,1,1,2.0,67500.0,157050.0,8649.0,112500.0,1.0,1,4,1,-11135,-3097,-2556,-3797,4,12,28,0.2033910200556734,0.7227571408583108,0.7910749129911773,2580106.0,10.0,-1430.0,-1459.0,4567815,4432815,3.0,4567815.0,38515.5,38097.0,3852.0,38515.5,4.0,12,-1743.0,5,2.0,365243.0,-1700.0,-1327.0,0.0
60116,280870,0,1,2,2.0,112500.0,491823.0,26680.5,373500.0,2.0,1,1,1,-12631,-3426,-6703,-4852,6,14,7,0.3266921148063903,0.5706985022501302,0.4974688893052743,2603857.0,1.0,-708.0,-716.0,4445955,4445955,3.0,4445955.0,43366.5,43366.5,0.0,43366.5,2.0,1,-739.0,5,1.0,365243.0,-708.0,-552.0,0.0
60134,107612,0,2,1,1.0,90000.0,270000.0,13500.0,270000.0,2.0,2,1,2,-16895,-672,-6583,-432,1,11,3,0.6077908532783061,0.5018442189861262,0.7295666907060153,1686753.0,5.0,-45.0,-56.0,9655065,9655065,3.0,9655065.0,52425.0,52425.0,0.0,52425.0,2.0,12,-202.0,2,1.0,365243.0,-165.0,-8.0,0.0
60138,146572,0,1,2,3.0,225000.0,841788.0,27283.5,603000.0,4.0,1,1,1,-14635,-5955,-5482,-5485,3,9,2,0.6044988226407231,0.5016528799827205,0.6940926425266661,1767746.0,7.0,-1863.0,-1870.0,13971.96,13971.96,3.0,7107.93,91305.0,49360.5,45000.0,91305.0,6.0,11,-2076.0,0,1.0,365243.0,-2043.0,-1858.0,0.0
60139,229429,0,1,2,2.0,144000.0,598486.5,21627.0,454500.0,4.0,2,4,1,-15599,-2572,-2335,-3731,2,10,2,0.6258787986720219,0.4461440246454706,0.1694287272664794,1594662.0,10.0,-1777.0,-1785.0,6476.22,6476.22,3.0,6476.22,70713.0,68386.5,8487.0,70713.0,3.0,9,-2078.0,5,3.0,365243.0,-2047.0,-1745.0,0.0
60142,191909,1,1,2,1.0,135000.0,900000.0,45954.0,900000.0,2.0,2,4,1,-15199,-208,-8762,-5327,3,12,52,0.18621155218019408,0.5718981857494104,0.7252764347002191,2778832.0,8.0,-1408.0,-1419.0,5066.64,5066.64,3.0,5066.64,112342.5,112342.5,0.0,112342.5,5.0,2,-1650.0,4,4.0,365243.0,-1618.0,-1375.0,0.0
60145,155604,0,1,2,2.0,270000.0,298512.0,31342.5,270000.0,2.0,1,4,1,-15582,-2490,-1847,-4788,2,16,5,0.44865452399479816,0.5725458785394049,0.5424451438613613,1870035.0,2.0,-693.0,-735.0,12748.05,12748.05,3.0,12748.05,59809.5,47844.0,11965.5,59809.5,7.0,13,-786.0,1,1.0,365243.0,-723.0,-660.0,0.0
60158,232989,0,2,2,2.0,157500.0,360000.0,18000.0,360000.0,1.0,2,2,1,-17721,-3929,-11821,-1260,3,14,3,0.8746733626265976,0.6794407101987575,0.3979463219016906,2333088.0,3.0,-1892.0,-1898.0,18466335,18466335,3.0,18466335.0,89910.0,94360.5,0.0,89910.0,7.0,12,-1984.0,2,2.0,365243.0,-1952.0,-1858.0,0.0
60162,201348,0,1,2,1.0,247500.0,1256400.0,44644.5,900000.0,1.0,2,1,1,-17810,-136,-6478,-1285,1,13,3,0.5117373243189846,0.4697032407173529,0.4596904504249018,2159423.0,2.0,-1473.0,-1487.0,14666.13,14666.13,3.0,14666.13,131386.5,129559.5,13500.0,131386.5,7.0,3,-1534.0,5,2.0,365243.0,-1503.0,-1345.0,0.0
60164,284209,0,1,2,1.0,270000.0,746280.0,59094.0,675000.0,2.0,3,3,1,-16168,-2953,-10240,-2436,3,16,3,0.6930321997168142,0.7208074157271079,0.20092608771597087,1640889.0,12.0,-682.0,-676.0,12798675,10090.26,3.0,12959235.0,143955.0,121455.0,22500.0,143955.0,1.0,1,-1045.0,5,1.0,365243.0,-1012.0,-668.0,0.0
60165,271706,0,1,2,2.0,90000.0,634500.0,27013.5,634500.0,1.0,1,1,1,-15082,-1197,-4227,-3488,4,16,2,0.7469379871645783,0.7368084466538574,0.7910749129911773,1638866.0,3.0,-149.0,-162.0,25096.68,25096.68,3.0,25096.68,104715.0,93168.0,14715.0,104715.0,6.0,12,-243.0,1,1.0,365243.0,-209.0,-116.0,0.0
60168,200109,0,1,2,1.0,95850.0,640080.0,31261.5,450000.0,1.0,1,2,2,-8698,-1161,-6635,-1379,3,17,4,0.3170284605705683,0.4246077310461692,0.4668640059537032,2560415.0,3.0,-896.0,-909.0,9338.49,9338.49,3.0,9338.49,76936.5,83709.0,0.0,76936.5,3.0,3,-987.0,8,3.0,365243.0,-956.0,-737.0,0.0
60169,100122,0,1,2,2.0,76500.0,808650.0,26217.0,675000.0,2.0,2,1,2,-10954,-2469,-550,-596,2,11,1,0.4055643396822132,0.04729142440452983,0.4066174366275036,2138642.0,7.0,-1384.0,-1387.0,16625025,16625025,1.0,16625025.0,135000.0,162306.0,0.0,135000.0,3.0,5,-1594.0,5,1.0,365243.0,-1564.0,-1227.0,1.0
60173,177005,0,1,2,3.0,164700.0,398016.0,31576.5,360000.0,2.0,1,1,1,-12655,-412,-1706,-894,2,11,3,0.5188176673244831,0.7691605717338457,0.5656079814115492,2273008.0,7.0,-66.0,-76.0,19015245,19015245,3.0,9717.39,62730.0,67144.5,0.0,62730.0,6.0,6,-276.0,0,1.0,365243.0,-246.0,-58.0,1.0
60175,230595,0,1,2,1.0,270000.0,2517300.0,66532.5,2250000.0,1.0,2,4,1,-16643,-1122,-6728,-177,5,7,3,0.5759171971821313,0.7265965569604386,0.4471785780453068,1638772.0,6.0,-2135.0,-2144.0,13413555,13413555,3.0,13449.69,63855.0,67014.0,0.0,63855.0,5.0,9,-2316.0,2,2.0,365243.0,-2285.0,-2125.0,1.0
60184,111757,0,2,2,2.0,67500.0,135000.0,6750.0,135000.0,1.0,2,1,1,-13835,-106,-1199,-4308,5,14,3,0.6205068909456293,0.4040224680806063,0.6380435278721609,1388360.0,5.0,-120.0,-122.0,14229.18,14229.18,3.0,14229.18,76500.0,80541.0,0.0,76500.0,7.0,5,-271.0,2,3.0,365243.0,-240.0,-82.0,0.0
60185,137358,0,1,2,1.0,90000.0,675000.0,21906.0,675000.0,1.0,2,2,2,-8445,-538,-8414,-1117,4,12,12,0.4171240428661449,0.3807848763091921,0.3774042489507649,2552186.0,6.0,-674.0,-675.0,6074775,6074775,3.0,6074775.0,48591.0,60457.5,0.0,48591.0,3.0,9,-856.0,5,1.0,365243.0,-824.0,-607.0,0.0
60187,110192,0,1,1,2.0,225000.0,1800000.0,49630.5,1800000.0,2.0,2,1,1,-14864,-326,-1538,-4765,7,14,3,0.40447371196924814,0.7473131767035125,0.2405414172860865,2115469.0,21.0,-251.0,-280.0,4143105,1832.4,3.0,4143105.0,91966.5,91966.5,0.0,91966.5,7.0,2,-882.0,4,4.0,365243.0,-851.0,-154.0,0.0
60205,223858,0,1,2,1.0,72000.0,500211.0,26779.5,463500.0,1.0,1,1,1,-16543,-8912,-7481,-90,1,16,2,0.6196780989289628,0.5062064912341596,0.7435593141311444,2117053.0,12.0,-1118.0,-1152.0,3121.38,3121.38,3.0,3121.38,57771.0,69210.0,0.0,57771.0,6.0,4,-1479.0,4,4.0,365243.0,-1448.0,-750.0,0.0
60208,150925,0,1,2,2.0,220500.0,1155226.5,33907.5,904500.0,2.0,1,1,1,-13444,-5836,-7379,-3392,2,17,12,0.4902098920465233,0.4833995583053824,0.7366226976503176,2462605.0,4.0,-654.0,-664.0,9022095,9022095,3.0,9022095.0,209218.5,238806.0,0.0,209218.5,4.0,6,-775.0,16,3.0,365243.0,-744.0,365243.0,0.0
60209,248959,0,1,2,1.0,36000.0,187704.0,10903.5,148500.0,1.0,1,1,1,-13673,-3687,-7691,-1704,6,11,9,0.4739542769654947,0.4072754189233125,0.7180328113294772,1643294.0,2.0,-968.0,-977.0,5489.73,5489.73,3.0,5489.73,31455.0,26491.5,6291.0,31455.0,6.0,8,-1029.0,2,2.0,365243.0,-998.0,-837.0,0.0
60212,113094,0,1,2,3.0,67500.0,679500.0,19867.5,679500.0,2.0,1,1,1,-10565,-2564,-320,-2124,2,13,14,0.25912347019023835,0.4497942019249352,0.4956658291397297,2403208.0,3.0,-1318.0,-1330.0,10732.86,10732.86,3.0,10732.86,79735.5,58576.5,23922.0,79735.5,6.0,8,-1409.0,2,3.0,365243.0,-1378.0,-1274.0,0.0
60214,258587,0,1,2,2.0,225000.0,715095.0,46368.0,675000.0,2.0,1,3,1,-10401,-1150,-94,-2891,5,10,4,0.5524746877392351,0.5840216752315184,0.633031641417419,2450141.0,2.0,-1352.0,-1379.0,4875.84,4875.84,3.0,4875.84,40455.0,25474.5,16182.0,40455.0,4.0,12,-1425.0,2,1.0,365243.0,-1382.0,-1225.0,0.0
60217,135649,0,2,2,1.0,85500.0,135000.0,6750.0,135000.0,1.0,1,1,4,-14061,-521,-747,-2450,4,15,3,0.3713735898796031,0.4468249624052023,0.5567274263630174,2309611.0,2.0,-603.0,-633.0,4313025,4313025,3.0,4313025.0,45792.0,41211.0,4581.0,45792.0,5.0,1,-664.0,5,1.0,365243.0,-633.0,-536.0,0.0
60221,275724,0,1,1,5.0,202500.0,450000.0,16965.0,450000.0,1.0,1,3,1,-12324,-1733,-316,-792,4,9,3,0.23745712402401226,0.6139093805299116,0.29859498978739724,2478066.0,1.0,-266.0,-276.0,13730.22,13730.22,3.0,13730.22,130500.0,145701.0,0.0,130500.0,5.0,7,-301.0,5,3.0,365243.0,-266.0,365243.0,0.0
60226,278467,1,1,1,1.0,306000.0,473760.0,51021.0,450000.0,2.0,2,1,1,-11576,-1367,-5962,-4241,1,11,3,0.7741267925091728,0.3806766039676192,0.022739038641547263,2508343.0,5.0,-1493.0,-1566.0,5789655,3841.38,3.0,5789655.0,61110.0,53707.5,12240.0,61110.0,2.0,12,-1651.0,5,1.0,365243.0,-1613.0,-1275.0,0.0
60227,148376,0,1,1,3.0,135000.0,225000.0,20952.0,225000.0,2.0,2,1,1,-13448,-651,-677,-687,3,13,20,0.2588283022730671,0.04678562823607689,0.6863823354047934,2737114.0,13.0,-140.0,-160.0,4223.97,4223.97,3.0,4223.97,84285.0,93762.0,0.0,84285.0,6.0,5,-531.0,4,4.0,365243.0,-500.0,365243.0,0.0
60229,109563,0,1,2,1.0,90000.0,247275.0,19953.0,225000.0,2.0,1,2,1,-9198,-1423,-3912,-1866,1,4,4,0.11299782369735685,0.21713910575420334,0.07105512466873665,1494116.0,1.0,-484.0,-496.0,27979155,27979155,3.0,27979155.0,299214.0,318960.0,0.0,299214.0,2.0,3,-517.0,5,4.0,365243.0,-484.0,-148.0,0.0
60233,148758,0,1,2,3.0,135000.0,835605.0,29736.0,697500.0,4.0,1,1,1,-12523,-781,-2147,-4457,3,7,13,0.3728833532499028,0.6921803890186077,0.3979463219016906,2015528.0,17.0,-276.0,-284.0,12734955,12734955,3.0,12734955.0,248400.0,281187.0,0.0,248400.0,7.0,8,-787.0,4,4.0,365243.0,-756.0,-59.0,0.0
60242,116484,0,1,1,3.0,151281.0,450000.0,16807.5,450000.0,4.0,1,1,2,-11339,-301,-11339,-3451,2,17,43,0.3059392837745009,0.5317926654215133,0.4632753280912678,1773856.0,4.0,-617.0,-637.0,5074245,5027265,3.0,5074245.0,25825.5,24345.0,2700.0,25825.5,3.0,1,-744.0,2,2.0,365243.0,-707.0,-551.0,0.0
60244,272674,0,1,2,1.0,103500.0,157500.0,14575.5,157500.0,2.0,1,2,1,-10867,-2303,-9325,-3265,6,11,4,0.5243143820691404,0.6965057223857432,0.4596904504249018,1794394.0,6.0,-1577.0,-1580.0,3433.68,3433.68,3.0,3433.68,28530.0,28237.5,2835.0,28530.0,2.0,11,-1761.0,5,2.0,365243.0,-1727.0,-1392.0,0.0
60247,194876,0,1,1,1.0,180000.0,665892.0,25933.5,477000.0,2.0,1,2,1,-14407,-775,-7118,-77,4,12,8,0.2529175972059228,0.6157839829027676,0.2458512138252296,1050836.0,8.0,-1801.0,-1821.0,5989.41,194.13,3.0,5989.41,123075.0,56133.0,72000.0,123075.0,6.0,1,-2042.0,5,1.0,365243.0,-2011.0,-1677.0,0.0
60253,216149,0,1,1,1.0,270000.0,675000.0,36616.5,675000.0,1.0,1,2,1,-9548,-434,-2368,-2242,5,21,3,0.7388119983743582,0.2098437141992395,0.4329616670974407,2103686.0,1.0,-237.0,-256.0,10226.52,10226.52,3.0,10226.52,82147.5,82147.5,0.0,82147.5,6.0,14,-273.0,5,2.0,365243.0,-237.0,365243.0,0.0
60259,230663,0,1,2,1.0,270000.0,1113840.0,44302.5,900000.0,1.0,1,1,1,-15755,-848,-9910,-3806,1,13,7,0.4990636224750264,0.6119431193453184,0.34090642641523844,1216560.0,3.0,-222.0,-231.0,9047.25,9047.25,3.0,9047.25,51210.0,51210.0,0.0,51210.0,3.0,8,-313.0,2,3.0,365243.0,-282.0,-190.0,0.0
